VOC_ID,담당 부서,사업 부문,답변채널,VOC유형,등록채널 유형,발생원인 유형,발생지 유형,처리기한 - 시/분,처리기한 - 일시,발생일시,등록일시,접수일시,배분일시,처리일시,직영/협력업체,처리결과유형,복합VOC의 부모 VOC_ID,복합VOC FLAG,승인 사용유무,고객이 만족도 직접 회신여부,"즉답처리 (I:등록, R:접수, N:일반)",질문내용,답변내용,개선관리ID,개선관리상태,사후처리유형,처리시간(시:분),준수 여부,유형변경신청,요약내용
VOCS0000511397,리조트 주토피아운영그룹 사파리,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-홈페이지(PC),기타-기타-기타,분류불가-발생지정보없음,48.0,20240409 090000,20240406 000000,20240406 011918,20240406 090635,20240406 091550,20240406 110217,직영업체,기 시행/검토,VOCS0000511391,Sub,,,N,안녕하세요!저는 아주 먼 지방에 사는 우리 푸패밀리 이모입니다이번에 푸바오가 중국으로 반환? 됐잖아요바오패밀리가 시간이 되면 중국으로 가야하는데  환경도 낯설고  언어도 듣보잡인데  중국반환시점 최소 3개월이라도 중국 사육사님이 한국으로 오셔서 아이들 생육환경이든지 언어든지  덜 생소하게 해주면 중국으로 가면 우리 바오패밀리들이 정신적인 공황을 덜 걲지 않을까 싶습니다우리 푸바오가  한국말만 듣고 갑자기 중국 갔는데 온통 시끄러운 낯선 언어을 들으면 너무 혼란스럽듯  후이루이도 같은 과정을 반복할듯요반환 몇개월전에 중국 사육사님이 오셔서 서서히 애들 지내는 모습을 지켜보시고 파악히시고 자연스레 언어도 전달해 주시면 덜 혼란스럽지  않을까 싶습니다우리 푸바오 중국사육자에서  구르는 모습이 넘 아파요,판다들을 걱정해 주시고 사랑해 주셔서 감사드립니다.판다가 구르는 행동이 모두 꼭 나쁜 행동만은 아닙니다.늘 바오들의 행복을 위해 최선을 다하겠습니다.고맙습니다.,,,,9:42,준수,N,"요약:

1. 우리 푸패밀리 이모가 중국으로 반환될 예정인 푸바오와 후이루이에 대해 걱정하고 있음
2. 중국으로 가기 전에 중국 사육사가 한국으로 와서 아이들의 생육환경과 언어를 익히게 하면 좋을 것 같다고 제안
   - 언어와 환경이 낯설어 중국에 가면 정신적 공황을 겪을 수 있음
   - 푸바오가 한국어만 듣다가 중국어를 듣게 되면 혼란스러울 것
3. 반환 전 몇 개월 동안 중국 사육사가 한국에 와서 아이들의 모습을 지켜보고 자연스럽게 언어를 전달해 주면 덜 혼란스러울 것 같다고 제안
4. 푸바오가 중국 사육사에게 구르는 모습을 보는 것이 너무 아프다고 함"
VOCS0000511392,리조트 MD그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,글로벌페어-(상품점)라시언메모리엄,48.0,20240409 090000,20240405 000000,20240406 012701,20240406 090838,20240406 135056,20240406 153148,직영업체,격려,,일반,N,,N,퇴장 직전에 매장에 들렀는데 기억해주시고 물건 종류랑 설명도 자세히 해주셔서 칭찬하고 싶습니다~,메일 및 이캐비넷 게시를 통한 사례공유 및 격려,,,,14:4,준수,N,"요약:
- 고객이 퇴장 직전에 매장을 방문했다.
- 직원이 고객을 기억해주고, 물건 종류와 세부 설명을 자세히 해주었다.
- 고객은 직원의 서비스에 만족하여 칭찬하고 싶어한다."
VOCS0000511393,리조트 F&B그룹 운영3,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,유러피언어드벤처-(식당)버거카페유럽,48.0,20240409 090000,20240406 000000,20240406 022035,20240406 090728,20240406 091905,20240406 104138,직영업체,격려,,일반,N,,N,밥을 먹고 카드를 잃어버렸는데 친절하게 쓰레기통까지 뒤져 안에 있던 카드를 찾아주었습니다이에 버거 카페에서 근무하는 *** 교육생을 칭찬합니다,해당근무자 격려 및 칭찬사례 전파함.,,,,8:21,준수,N,"요약:
- 식사 후 카드를 잃어버렸으나, 친절한 직원이 쓰레기통까지 뒤져 카드를 찾아주었다.
- 이 사례를 통해 버거 카페에서 근무하는 *** 교육생을 칭찬하고 있다."
VOCS0000511394,리조트 파크서비스그룹 손님상담실,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-장애인탑승예약제,기타-기타,48.0,20240409 090000,20240410 000000,20240406 080038,20240406 091321, ,20240406 174439,직영업체,기 시행/검토,,일반,Y,,N,안녕하세요현재 장애인 탑승제도가 (1~3급) 기준으로 바뀐걸 확인하고 그 이상 등급은 장시간 대기가 힘들다는 의사 소견이 있으면 가능하다고 설명 들었습니다.현재 5급 하지관절장애로 해당되어 장시간 보행이나 대기시 무릎에 피가 차 어려움이 있어 소견서는 받을수 있겠지만 소견서 비용도 따로 들고 한번만 받으면 쭉 이용할수 있는 부분인지.. 궁금합니다혹 장애인 주차권도 하지관절 5급은 보행상 어려움이 있는 장애라 판단하여 발행 해주는데 이러한 서류(하지관절급수 표기된 장애인증명서(상세))로도 증빙이 가능하면 좋을 것 같아 문의 남깁니다.,"안녕하십니까,에버랜드 리조트입니다.장애인 탑승예약제도는 장시간 줄을 서기 어려운장애의 정도가 심한시각, 지체, 정신적 장애인대상으로 운영되는 제도이며,장애의 정도가 심하지 않은 장애이지만,서서 대기하기 힘들다고 말씀하시는 경우상담을 진행하게 되는데상담 시 병, 의원소견서를 참고하고 있습니다.번거로우시더라도 원할한 제도 이용을 위해현재 상태의 소견서 발급을 부탁드리겠습니다.그리고 장애인 탑승예약 이용이 승인될 경우마지막 방문일로부터 1년 이내 재방문 시다시 서류를 제출하지 않으셔도 되도록안내해 드리겠습니다.고맙습니다.",,,,9:44,준수,N,"요약:

1. 장애인 탑승제도가 1~3급 기준으로 변경되었으며, 그 이상 등급은 장시간 대기가 어려운 경우에만 가능하다.
2. 5급 하지관절장애인인 사람은 장시간 보행이나 대기 시 어려움이 있어 소견서를 받을 수 있으나, 소견서 비용이 추가로 들며 한 번 받으면 계속 이용할 수 있는지 궁금해 한다.
3. 5급 하지관절장애인은 보행상 어려움이 있어 장애인 주차권을 발급받을 수 있는데, 장애인증명서(상세)로 이를 증빙할 수 있는지 문의하고 있다."
VOCS0000511401,리조트 주토피아운영그룹 운영지원,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),기타-기타-기타,주토피아-(공연/전시)판다월드,48.0,20240409 093018,20240406 000000,20240406 093018,20240406 095528,20240406 115249,20240406 115327,직영업체,기 시행/검토,VOCS0000511399,Sub,,,N,"어디다 설명할 방법이 없어 이렇게 적습니다.하루에도 푸바오와 관련된 수십건씩 올라오는 기사들 그리고 동물농장 영상마다 달리는비방성 댓글들 관리 부탁드립니다.안그래도 먼길 보내고 힘든데 볼때마다속된말로 미칠 것 같습니다..매번 신고하고, 차단 누르기도 한두번이죠..오늘 아침부터 동농팀에도 댓글 관련 건의 드리고에버랜드에도 남깁니다.몇일 지나면 잊히겠지 라는 마음보단.직접 나서서 방안 좀 찾아주세요팬들도 이런데 사육사님들은 어떠실지 걱정됩니다.저도 제 걱정이 쓸모없는 걱정이길 바랍니다.제발 부탁드려요..",안녕하세요.사실과 무근한 기사 및 댓글에대해서는 별도 대응계획이 없으며회사차원에서 검토하도록 하겠습니다.,,,,2:23,준수,N,"이 텍스트는 푸바오와 관련된 동물농장 영상에 올라오는 비방성 댓글에 대한 걱정과 호소로 요약할 수 있습니다. 주요 내용은 다음과 같습니다:

1. 푸바오와 관련된 기사와 동물농장 영상에 수많은 비방성 댓글이 달리고 있음.
2. 이로 인해 기사를 보거나 영상을 볼 때마다 속상하고 화가 난다고 토로함.
3. 댓글을 신고하고 차단하지만 계속 반복되어 힘들어함.
4. 동물농장 팀과 에버랜드에 건의했지만 잊혀질까 걱정됨.
5. 이런 상황에서 사육사들의 어려움이 걱정됨.
6. 이 문제에 대한 근본적인 해결책을 요청하고 있음."
VOCS0000511402,리조트 엔터테인먼트그룹 공연운영,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),인적서비스-업무처리-응대스킬,유러피언어드벤처-(공연/전시)카니발광장,48.0,20240409 094526,20240406 000000,20240406 094526,20240406 100319,20240406 135311,20240406 141738,직영업체,채택(완료),VOCS0000511400,Sub,,,N,"문라이트 퍼레이드 종료 후 정문으로 나오는 길에 정확한 안내가 필요합니다.동물원 방향으로 나왔는데, 경사가 심해서 일반 휠체어를 밀고 오는 길이 무척 힘들었습니다.밤에 캄캄해서 주변 인식을 잘 못했는데, 경사도 안내를 해주면 좋을 것 같습니다.들어갈때는 입구에서 오른쪽 방향으로 크게 돌아서 내려간터라 동물원 쪽 경사도를 잘 인식하지 못했습니다.휠체어나 유모차를 빌릴때 경사가 원만한 곳을 안내해주면 좋겠습니다. 감사합니다.","안녕하십니까,퍼레이드 담당자 입니다.현장에서 근무자들이 공연 전,후로 퇴장하시는 길을 육성으로 안내 드리고 있으나,당일은 잘 전달이 안된 것 같습니다.앞으로는 보다 적극적인 안내로에버랜드 이용 시 불편함이 없도록 노력 하겠습니다.감사합니다.",,,,4:32,준수,N,"요약:

1. 문라이트 퍼레이드 종료 후 정문으로 나오는 길에 정확한 안내가 필요함.
2. 동물원 방향으로 나왔는데, 경사가 심해서 일반 휠체어를 밀고 오는 길이 무척 힘들었음.
3. 밤에 캄캄해서 주변 인식을 잘 못했는데, 경사도 안내를 해주면 좋을 것 같음.
4. 들어갈 때는 입구에서 오른쪽 방향으로 크게 돌아서 내려간 터라 동물원 쪽 경사도를 잘 인식하지 못했음.
5. 휠체어나 유모차를 빌릴 때 경사가 원만한 곳을 안내해주면 좋겠음."
VOCS0000511403,리조트 파크서비스그룹 그리팅,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),이용안내-시설운영-시설운영 기타(대기공간),공통시설-(편의시설)유모차/휠체어대여소,48.0,20240409 094526,20240406 000000,20240406 094526,20240406 100319,20240406 155940,20240406 164817,직영업체,기 시행/검토,VOCS0000511400,Sub,,,N,"문라이트 퍼레이드 종료 후 정문으로 나오는 길에 정확한 안내가 필요합니다.동물원 방향으로 나왔는데, 경사가 심해서 일반 휠체어를 밀고 오는 길이 무척 힘들었습니다.밤에 캄캄해서 주변 인식을 잘 못했는데, 경사도 안내를 해주면 좋을 것 같습니다.들어갈때는 입구에서 오른쪽 방향으로 크게 돌아서 내려간터라 동물원 쪽 경사도를 잘 인식하지 못했습니다.휠체어나 유모차를 빌릴때 경사가 원만한 곳을 안내해주면 좋겠습니다. 감사합니다.","- 하단에서 정문방향으로 올라오는 길은1. 이솝 경사로2. 동물원 경사로3. 락스빌 경사로모두 경사구간으로 이루어져 있습니다.* 손님 편의를 위해 점검중이 아닐 경우 스카이크루즈 이용 가능- 경사와 길이에 따라 어디가 더 원만하다고 안내하기에는 모호한 부분이 있으나,대여 시, 지형 특성 및 편의시설에 대해 안내토록 하겠습니다.",,,,7:2,준수,N,"요약:

1. 문라이트 퍼레이드 종료 후 동물원 방향으로 나오는 길에 경사가 심해서 일반 휠체어를 밀고 오기 힘들었다.
2. 밤에 캄캄해서 주변 인식이 어려웠고, 경사도에 대한 안내가 필요했다.
3. 입구에서 오른쪽으로 크게 돌아서 내려갔기 때문에 동물원 쪽 경사도를 잘 인식하지 못했다.
4. 휠체어나 유모차를 대여할 때 경사가 완만한 곳을 안내해주면 좋겠다.

공통적인 내용은 경사로와 관련된 부분이며, 하이라이트는 휠체어 이용자의 불편함과 개선 요구사항들이다."
VOCS0000511411,리조트 파크서비스그룹 그리팅,리조트        ,내부처리,고객요구유형-제안사항,간접 VOC-콜센터,인적서비스-업무처리-정보제공,공통시설-(정문지역)매표소,48.0,20240409 100406,20240406 000000,20240406 100406,20240406 110009, ,20240406 110009,,불채택,,일반,Y,,R,- 4/4(목) 현장매표소 이용권 구매 시 소인 기준이 어떻게 되는지 직원에게 문의했을 시6개월 이후부터 소인이라고해서 재차 질의 후 소인권을 구매해서 E/L 입장했다고함.- 4/5(금) 지인분과 담소를 나눌 시 10개월 된 자녀 에버랜드 입장 시 소인권 구매 관련내용을 공유하였고 공유 시 35개월 미만은 증빙서류 제출 시 무료입장임을 듣게되어 인입됨- 전일 매표소 직원은 두차례 질의 시 6개월 이상 소인권이라 하였고입장게이트에서도 아이가 작아 누가봐도 36개월 미만으로 보이는데로  이용권QR코드만 확인하고 입장처리했다고함- 현장매표소 및 입장게이트에서도 36개월 미만 무료입장 관련 안내해준적도 없었으며증빙서류로 이미지로 가지고 갔었는데 현장매표소에서 6개월 이상 소인이라고 했고 증빙서류 요청도 없어서 보여주지도 못했다고함.- 손님께서는 36개월 무료입장에도 안내가 안되어 소인권 구매한 부분에 대해 이의제기하며환불 및 담당자 통화요청함,"손님과 통화후 환불 완료했습니다[발생상황]- 근무자가 36개월 미만이 무료입장이라고 안내했으나 손님이 '3'이라는 숫자를 잘 못들으신것으로 추측- 손님이 생후 6개월이요? 라고 재질문했으나.. 근무자는 36개월이요?라고 들었을 것으로 생각됨→ 즉, 매표 아크릴판으로 인해 의사소통 오류가 있었을 것을 손님께 안내해드리니 그럴수있겠다며 수긍하지만 게이트 입장 시 한번 더 체크했다면 번거롭지 않았을텐데 하는 아쉬운 마음과 함께 사과말씀드렸습니다",,,,0:56,준수,,"요약:

1. 4/4(목) 매표소 직원이 6개월 이후부터 소인이라고 안내했으나, 재차 문의 후 소인권을 구매해서 입장했다.
2. 4/5(금) 지인과의 대화 중 35개월 미만 아동은 증빙서류 제출 시 무료 입장이 가능하다는 사실을 알게 되었다.
3. 이전에 매표소 직원과 입장게이트 직원 모두 아이가 36개월 미만으로 보였음에도 소인권 구매를 안내했고, 증빙서류 제출도 요청하지 않았다.
4. 36개월 미만 무료 입장 관련 안내가 제대로 되지 않아, 소인권 구매에 대해 이의를 제기하며 환불 및 담당자 통화를 요청했다."
VOCS0000511404,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,아메리칸어드벤처-(어트랙션)허리케인,48.0,20240409 101203,20240406 000000,20240406 101203,20240406 111119,20240407 100009,20240407 111554,직영업체,격려,,일반,N,,N,app예약을 엿주었는데 친절하게 다운까지해주셔서 넘 고마웠어요,- 해당내용 공유 및 근무자 격려했습니다.,,,,25:3,준수,N,"요약:

- 앱 예약을 도와주셨음
- 친절하게 다운로드까지 도와주셔서 매우 감사했음"
VOCS0000511450,리조트 B2C그룹,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-연간이용 프로모션/혜택,분류불가-발생지정보없음,48.0,20240409 101455,20240406 000000,20240406 101455,20240406 144914,20240406 145430,20240406 151030,직영업체,기 시행/검토,VOCS0000511444,Sub,,,N,가족 4인 재구매에 아이 하나는 핸드폰 없고 있는 애도 사용 제한 있어 이용권을 제 계정에 등록했습니다. 솜사탕 시스템 등록 전에도 그렇게 했구요. 그런데 예전에는 이렇게 해도 포인트가 개별로 수령 가능했는데 이번엔 안 들어와서 보니 안된다네요.. 이건 악성 계약서? 로 이익 챙기는 전형적인 방법아닌가요? 기본적인 경험(기존 빙식)으로 잘 알고 있다고 착각하는 부분을 교묘하게 이용해 고객이 받겠지하고 기대한 혜택을 못받게 하는게 에버랜드의 방식인가요? 그렇지 않아도 정기권 등록하는데 애 먹었었는데 이럴려고 시스템 바꾼 겁니까? 혜택은 다 줄 것처럼 이야기하고 이런식으로 못 받게 만든 사람이 저하나만은 아닐 것 같은데.. 몇명이나 될지 회신 바랍니다에버랜드에 우롱당한 기분이네요.,1~2월에 진행한 정기권 구입 AWESOME 솜 쿠폰 제공 프로모션은솜사탕 멤버십 정회원 손님이 정기권 구입 후 1회 입장하시면(만 14세 이상은 알림ON 필요)권종에 따라 솜 쿠폰을 제공해드리는 프로모션이었고프로모션 게시안에 솜 쿠폰 수신 조건을 명시하였습니다.손님 가족의 경우 박준포 손님 외 다른 손님들께서는본인의 정회원 ID에 정기권이 등록되어있지 않아정회원 정보와 정기권 정보가 연결되어 있지 않습니다.2024***951 이연* 정회원ID doyu***172024***952 박정* 정회원ID yuna***k05042024***953 박도* 정회원ID doyu***171030위 손님들께서 모바일 앱 로그인 후에버포켓 - 이용권등록 - 내정기권등록에서&nbsp;정기권 번호를 입력하여 정보 연결을 해 주시면손님들께서 각각 AWESOME 2만솜 쿠폰을수신하실 수 있도록 하겠습니다.고맙습니다.,,,,4:55,준수,N,"요약:

1. 가족 4인이 재구매했는데, 아이 1명은 핸드폰이 없고 다른 아이도 사용 제한이 있어 계정에 이용권을 등록했음.
2. 예전에는 개별로 포인트를 수령할 수 있었지만, 이번에는 포인트가 들어오지 않아 확인해 보니 안된다고 함.
3. 이는 악성 계약서로 이익을 챙기는 전형적인 방식이라고 생각함.
4. 기존의 경험을 교묘하게 이용해 고객이 받을 수 있는 혜택을 못 받게 하는 것이 에버랜드의 방식이라고 생각함.
5. 정기권 등록에도 애를 먹었는데, 이런 식으로 시스템을 바꾼 것 같음.
6. 이용자가 저 한 명만이 아닐 것 같아 회신을 요청함.
7. 에버랜드에 우롱당한 기분이 든다고 언급함."
VOCS0000511406,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,아메리칸어드벤처-(어트랙션)허리케인,48.0,20240409 103107,20240406 000000,20240406 103107,20240406 111204,20240407 100000,20240407 111544,직영업체,격려,,일반,N,,N,허리케인 ***라는 분이 길을 친절히 알려주셨습니다 ？？,- 해당내용 공유 및 근무자 격려했습니다.,,,,24:44,준수,N,이 텍스트에는 특별한 내용이 없습니다. 단순히 누군가가 길을 친절히 알려주었다는 내용만 있습니다. 특별히 요약할 만한 내용이 없어 보입니다.
VOCS0000511407,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,매직랜드-(어트랙션)자동차왕국,48.0,20240409 103145,20240403 000000,20240406 103145,20240406 111401,20240407 095948,20240407 113146,직영업체,전파,,일반,N,,N,안녕하세요 저는 35개월 남자아기엄마 입니다. 저희가족은 4월3일 에버랜드를 방문하였습니다. 자동차왕국을 작년가을 방문때 타보았는데 그때는 한바퀴만타고 중간에 무섭다고 못탔었던 기억이있어요 그런데 이번엔 아기가 먼저 용감하게 다시 타고싶다고 하여 3시30분쯤 타러 갔습니다.친절한 남자직원분이 용감하게 탈수 있다고 응원해주시며 도장도 찍어주시고 화이팅도 해주셨어요 용감하게 탔지만 결국엔 무섭다고 중간에 내렸는데 직원분이 왕자님 너무 용감하게 잘탔다고 칭찬도 해주시고 작년에 보다 한바퀴 더탔다고 얘기드리니 다음엔 세바퀴 탈수있을꺼라고 힘나게 해주셔서  저희도 너무 기분좋은 기억으로 남아있어 감사인사드립니다. 자동차를 너무 좋아하는 아기에게 좋은기억으로 남을꺼같아요 아주 멋지시고 젠틀하신 남자직원분이셨어요~,해당 캐스트 칭찬격려하겠습니다.,,,,25:0,준수,N,"요약:

1. 35개월 남자 아기 엄마가 가족과 에버랜드를 방문했습니다.
2. 작년에는 자동차왕국 놀이기구를 무서워해서 중간에 내렸지만, 이번에는 아기가 다시 타고 싶어 했습니다.
3. 친절한 남자 직원이 아기를 격려하며 도장을 찍어주고 응원해주었습니다.
4. 아기는 용감하게 타다가 중간에 내렸지만, 직원이 칭찬하며 다음에는 더 많이 탈 수 있을 것이라고 격려해주었습니다.
5. 아기에게 좋은 기억으로 남을 것 같고, 직원의 젠틀하고 멋진 태도에 감사함을 표했습니다."
VOCS0000511408,리조트 파크서비스그룹 어트랙션A,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,매직랜드-(어트랙션)게임피아,48.0,20240409 103901,20240406 000000,20240406 103901,20240406 111502,20240407 095922,20240407 100739,직영업체,격려,,일반,N,,N,게임피아에서 근무하시는 *** 근무자님너무너무 친절하게 대해주시고 불편사항이 있으면잘 봐주셔서  넘 감사해서남겨요♡♡,- 근무자 격려 및 VOC 내용 공유,,,,23:28,준수,N,"요약:

- *** 근무자님이 매우 친절하게 대해주셨음
- 불편사항이 있을 때 잘 봐주셨음
- 이용자가 매우 감사한 마음을 가지고 있음"
VOCS0000511412,리조트 파크서비스그룹 외곽운영,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,파크외-(숙박시설)캐빈호스텔신관,48.0,20240409 110154,20240406 000000,20240406 110154,20240406 111858,20240406 155954,20240406 170355,직영업체,격려,,일반,N,,N,*** 근무자는 바쁜 시간임에도 제가 어플 사용이 미숙하여 도움 요청드렸을때 친절하게 잘 알려주셨어요 ^^ 덕분에 시간맞춰 입장할수 있었답니다! 감사드리는 마음에 이렇게 글남깁니다!,관련 근무자: *** CAST조회 시 사례공유 및 해당 근무자 격려하겠습니다.,,,,6:2,준수,N,"요약:

- 근무자가 바쁜 상황에도 불구하고 어플 사용이 미숙한 사람에게 친절하게 도움을 주었음
- 이를 통해 고객이 시간 맞춰 입장할 수 있었음
- 고객은 근무자의 도움에 감사하는 마음을 표현하고자 글을 남겼음"
VOCS0000511413,리조트 파크서비스그룹 외곽운영,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,파크외-(숙박시설)캐빈호스텔신관,48.0,20240409 110700,20240406 000000,20240406 110700,20240406 111314,20240406 160009,20240406 170322,직영업체,격려,,일반,N,,N,케빈홀에서 입장권 결제하려는데 결제 과정에서 궁금한 게 있었고 뭔가 잘 되지 않는 일이 있었는데 카운터 ***님께서 잘 해결해 주셨습니다. 너무 감사해요.,관련 근무자: *** 트레이너조회 시 사례공유 및 해당 근무자 격려하겠습니다.,,,,5:56,준수,N,"요약:
- 케빈홀에서 입장권 결제 과정에서 문제가 있었음
- 카운터 직원이 문제를 잘 해결해 주었음
- 직원의 도움에 대해 감사한 마음을 표현함"
VOCS0000511414,리조트 파크서비스그룹 어트랙션B,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)사파리월드,48.0,20240409 110754,20240406 000000,20240406 110754,20240406 111742,20240407 095914,20240407 110021,직영업체,격려,,일반,N,,N,사파리월드 박보검님 너무 즐거웠어요♡,- 아침조회 시 칭찬 VOC 사례 공유 및 해당근무자 격려,,,,23:52,준수,N,"사파리월드 박보검님 방문 경험 요약:

- 박보검님이 사파리월드를 방문하여 즐거운 시간을 보냈다는 내용입니다.
- 박보검님의 방문이 매우 기쁘고 즐거웠던 것으로 보입니다.
- 사파리월드에서 박보검님이 보낸 시간이 매우 좋았던 것 같습니다."
VOCS0000511415,리조트 주토피아운영그룹 로스트밸리,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(어트랙션)로스트밸리,48.0,20240409 111140,20240406 000000,20240406 111140,20240406 111805,20240406 115158,20240406 134414,직영업체,격려,,일반,N,,N,"로스트벨리 로드, 캡틴 오늘 친절한 설명 감사합니다^^",소중한 의견 감사 드립니다.근무자 칭찬하고 격려 하겠습니다.,,,,2:32,준수,N,"이 텍스트는 여행 관련 정보를 제공하는 것으로 보입니다. 주요 내용은 다음과 같이 요약할 수 있습니다:

1. 로스트벨리 로드: 이 지역에 대한 정보가 제공되었을 것으로 보입니다.

2. 캡틴의 친절한 설명: 캡틴이 여행객에게 이 지역에 대해 자세히 설명해 주었다는 내용입니다.

3. 감사 표현: 여행객이 캡틴의 설명에 대해 감사를 표현하고 있습니다.

전반적으로 이 텍스트는 여행지에 대한 정보 제공과 그에 대한 긍정적인 반응을 담고 있는 것으로 보입니다."
VOCS0000511421,리조트 MD그룹 운영지원,리조트        ,웹+메일,고객요구유형-일반문의,직접 VOC-모바일앱(APP),품질-상품품질-상품 품질 기타,분류불가-발생지정보없음,48.0,20240409 112532,20240406 000000,20240406 112532,20240406 113900,20240406 135104,20240406 153000,직영업체,접수자 답변완료,VOCS0000511416,Sub,,,N,"안녕하세요, 사육사 푸바오 인형을 카톡으로 예약구매했는데요..오프라인에는 예쁜 상자에 넣어서 판매하시더라구요.혹시 카톡에서 구매한 것도 상자에 넣어서 주시나요ㅜㅜ 상자에 넣어서 받고싶어요.","안녕하세요,판다 굿즈에 대한 사랑과 관심 감사드립니다카카오 선물하기 기획전으로 구입하신 푸바오, 사육사커스튬 인형은오프라인(에버랜드 매장)에서 판매하는 것과 동일하게 상자에 담겨진 상품으로발송될 예정입니다.고맙습니다.",,,,4:4,준수,N,"요약:

1. 사육사 푸바오 인형을 카톡으로 예약 구매했다.
2. 오프라인 매장에서는 예쁜 상자에 넣어서 판매한다.
3. 카톡으로 구매한 인형도 예쁜 상자에 넣어서 받고 싶다."
VOCS0000511417,리조트 주토피아운영그룹 운영지원,리조트        ,내부처리,고객요구유형-칭찬격려,직접 VOC-QR코드,인적서비스-응대태도-표정/자세/말투,주토피아-(공연/전시)판다월드,48.0,20240409 112730,20240406 000000,20240406 112730,20240406 113956,20240406 115100,20240406 115146,직영업체,격려,,일반,N,,N,"판다 아카데미 체험했는데, 설명도 재밌고 쉽게 해주시고 정말 친절하셨어요.즐거운 시간이었습니다.근무자 : ***, ***근무지 : 판다월드",칭찬VOC 내용 공유 및 칭찬과 격려진행,,,,0:24,준수,N,"요약:

1. 판다 아카데미 체험에 대한 긍정적인 평가
- 설명이 재미있고 쉽게 해주셨음
- 직원들이 친절했음
- 전반적으로 즐거운 시간이었음

2. 근무자 정보
- ***
- ***

3. 근무지
- 판다월드"
VOCS0000511425,리조트 마케팅기획그룹 BA,리조트        ,웹+메일,고객요구유형-제안사항,직접 VOC-모바일앱(APP),규정 및 정책 -운영정책-정책변경(운영정책) 기타,분류불가-발생지정보없음,48.0,20240409 112905,20240406 000000,20240406 112905,20240406 120344,20240408 083414,20240408 084431,직영업체,불채택,VOCS0000511418,Sub,,,N,저는 지식인을 하고 있는 사람으로서 에버랜드에 관한 질문을 모두 받고 있습니다그중에서 4/1일에 나오는 4월 오후권에 대한 질문을 4/1일전 부터 계속 받아왔는데요근데 아무런 공지 없이 4/1일에 오후권이 사라진겁니다;;;;; 그래서 질문자분들이 다시 저에게 질문을 했죠..... 사라진거냐라고.....억울함을 호소하자 이 문의를 남기는게 아닙니다*제발 오후권을 포함해 없어지는것을 미리 공지해주었으며 하는 바랍니다!!!그리고 또한 오후권은 현장구매만 가능하나요? 아니면 사라진건가요?,안녕하십니까에버랜드에서는 매달 다양한 할인 프로모션을 진행하고 있습니다.오후권도 할인 프로모션 중 하나로 매달 반드시 진행되는 프로모션은 아닌점 참고 부탁드립니다.고맙습니다.,,,,45:15,준수,N,"요약:

1. 지식인 활동을 하는 사람으로서 에버랜드 관련 질문을 많이 받고 있음
2. 4월 1일에 오후권이 사라졌는데 이에 대한 사전 공지가 없었음
3. 질문자들이 오후권 사라진 것에 대해 불만을 표시함
4. 에버랜드 측에 오후권 포함 변경사항을 미리 공지해달라고 요청함
5. 오후권은 현장 구매만 가능한지, 아니면 완전히 사라진 건지 문의"
